"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
Magma Budder 2.5g - Blue Dream X,44942,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,iLAVA,2/9/2023,
Magma Sugar Wax 2.5g - Zack's Rhino,44878,230310-002,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,3/10/2023,
Magma Budder 1g - Blue Dream X,44875,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,2/9/2023,
Magma Budder 1g - Sonoran Lava,44829,230503-013,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
Magma Sugar Wax 1g - Zack's Rhino,44801,230310-002,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,3/10/2023,
Magma Budder 2.5g - ICS,44607,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,3/22/2023,
zenzona Vegan Gummies Watermelon 100mg - Indica,44594,221101-002-ZWM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,ZENZONA,10/31/2022,
Magma Sugar Wax 2.5g - Super Glue,44593,230223-002,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,2/23/2023,
Magma Sugar Wax 1g - Super Glue,44591,230223-002,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,2/23/2023,
Magma Budder 1g - ICS,44588,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,3/22/2023,
ClearGold Cartridge 1000mg - Blue Cheese,44586,230314-008CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Blue Cheese,44585,230314-008CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,44580,221220-002,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,44577,221220-002,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,44576,230606-001-BBC,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,ZENZONA,4/19/2023,
Lumen Crumble 1g - Tangistan Kush,44567,230517-004,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,4/19/2023,
Lumen Crumble 1g -  Blue Dream X,44566,230523-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Do-Si-Dos,44562,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Do-Si-Dos,44561,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Afghani,44549,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Afghani,44548,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
Hi Keto Chocolate Chip Cookies 100mg - Hybrid,44546,220112-002-HK,Hybrid,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,HI KETO,1/11/2022,
Magma Sugar Wax 2.5g - Apple Fritter,44458,230503-006,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",3/5/2023,iLAVA,3/1/2023,
ClearGold Cartridge 1000mg - Gelato,44454,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Gelato,44453,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,44448,230621-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Tropicana Cookies,44447,230124-002CGTC,Tropicana Cookies,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Tropicana Cookies,44446,230124-002CGTC,Tropicana Cookies,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Northern Lights,44444,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Northern Lights,44443,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,44439,221101-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,ZENZONA,10/31/2022,
ClearGold Cartridge 1000mg - 1:1 (THC:CBD),44438,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),44437,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,44434,221227-002-PB,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,ZENZONA,12/26/2022,
Lumen Budder 1g - Pineapple Express,44405,230131-002,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,1/31/2023,
Magma Budder 2.5g - Chocolate Marshmellow,44400,230215-002,Chocolate Marshmellow,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,2/15/2023,
Magma Sugar Wax 2.5g - Mendo Dosi,44399,230314-001,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,3/14/2023,
Magma Sugar Wax 2.5g - Mt Lemmon Lava,44398,230503-010,Mt Lemmon Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
Magma Budder 2.5g - ICS,44397,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,3/22/2023,
ClearGold Cartridge 1000mg - God's Gift,44379,230124-002CGGF,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - God's Gift,44378,230124-002CGGF,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
Magma Sugar Wax 2.5g - Zack's Cake,44377,230228-005,Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,iLAVA,2/28/2023,
ClearGold Cartridge 1000mg - Pineapple Express,44375,230124-002CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Pineapple Express,44374,230124-002CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Sequoia,44266,221020-011CL,Sequoia,"Forever 46, LLC - 00000057DCHF00477864",6/29/2023,iLAVA,10/20/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,44262,230517-001-IZ,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",6/29/2023,ZENZONA,4/19/2023,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,44261,267-211229.0001-IZ,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",6/29/2023,ZENZONA,12/29/2021,
Delta 8 Clarity Cartridge 1000mg - White Widow,44237,230215-004CLWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Tangie,44236,221020-011CL,Tangie,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,iLAVA,10/20/2022,
ClearGold Cartridge 1000mg - Jack Herer,44235,230124-002CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Jack Herer,44234,230124-002CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
Origin Fifty One Live Hash Rosin Disposable 600mg - Pineapple Express,06388,05146,Pineapple Express,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,Origin 51 [Fifty One],10/6/2022,
Origin Fifty One Live Hash Rosin Disposable 600mg - Floss Sugar,06398,230209-004,Floss Sugar,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,Origin 51 [Fifty One],10/6/2022,
Origin Fifty One Live Hash Rosin Cartridge 500mg - Floss Sugar,06399,230209-004,Floss Sugar,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,Origin 51 [Fifty One],10/6/2022,
Origin Fifty One Live Hash Rosin Cartridge 500mg - Pineapple Express,06405,05146,Pineapple Express,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,Origin 51 [Fifty One],10/6/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,44208,221227-001-BBC,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,ZENZONA,12/27/2022,
Magma Sugar Wax 2.5g - Gastropop,44204,230526-001,Gastropop,,5/26/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Mai Tai,44190,230124-002CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Mai Tai,44189,230124-002CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Raspberry Kush,44188,230124-002CGRK,Raspberry Kush,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Raspberry Kush,44187,230124-002-CGRK,Raspberry Kush,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Wedding Cake,44185,230124-002CGWC,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Wedding Cake,44184,230124-002CGWC,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
Magma Sugar Wax 1g - Gastropop,44169,230526-001,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Purple Punch,44168,230124-002CGPP,Purple Punch,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Purple Punch,44167,230124-002CGPP,Purple Punch,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
Lumen Sugar Wax 1g - Pineapple Express,44115,230131-003,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",6/27/2023,iLAVA,1/31/2023,
Magma Budder 2.5g - Blue Dream X,43990,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",6/26/2023,iLAVA,2/9/2023,
ClearGold Cartridge 1000mg - Green Crack,43969,230124-002CGGC,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Green Crack,43968,230124-002CGGC,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,43966,221101-002-GR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/20/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,42687,221101-002-BC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,ZENZONA,10/31/2022,
ClearGold Cartridge 1000mg - ATF,43895,230314-008CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",6/23/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - ATF,43894,230314-008CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",6/23/2023,iLAVA,10/21/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,43806,221101-002-ST,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/19/2023,ZENZONA,10/31/2022,
Magma Sugar Wax 1g - Purple Bay,41658,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,iLAVA,10/14/2022,
Magma Sugar Wax 1g - Purple Bay,41882,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,iLAVA,10/14/2022,
Magma Sugar Wax 2.5g - Purple Bay,42813,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",6/6/2023,iLAVA,10/14/2022,
Magma Sugar Wax 1g - Purple Bay,41882,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,iLAVA,10/14/2022,
Magma Sugar Wax 2.5g - Purple Bay,42813,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",6/6/2023,iLAVA,10/14/2022,
Magma Sugar Wax 1g - Purple Bay,41658,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,iLAVA,10/14/2022,
ClearGold Cartridge 1000mg - Super Sour Diesel,43796,230124-002CGSS,Super Sour Diesel,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Super Sour Diesel,43795,230124-002CGSS,Super Sour Diesel,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Super Lemon Haze,43776,230124-002CGSL,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Super Lemon Haze,43775,230124-002CGSL,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Gas Crack,43767,230502-W18-IPR,Jet Cream x Gas Crack,"Forever 46, LLC - 00000057DCHF00477864",6/22/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush x Mt Lemmon Lava,43766,230502-W18-IPR,Kosher Kush x Mt Lemmon Lava,"Forever 46, LLC - 00000057DCHF00477864",6/22/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Apple Fritter x White Truffle,43757,230301-W09-IPR,Apple Fritter x White Truffle,"Forever 46, LLC - 00000057DCHF00477864",6/22/2023,High Scorez,3/1/2023,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x Violet,43680,230309-W10-IPR,Marshmellow Squirt x Violet,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
High Scorez Sauce Infused Preroll 1.2g - Sacrilegious x Dalliance,43671,230309-W10-IPR,Sacrilegious x Dalliance,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
High Scorez Sauce Infused Preroll 1.2g - ICS x Do-Si-Dos,43675,230309-W10-IPR,ICS x Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
ClearGold Cartridge 1000mg - Blue Dream,43759,230314-008CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Blue Dream,43758,230314-008CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Strawberry Cough,43754,230124-002CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Strawberry Cough,43752,230124-002CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid,43741,221101-002-SC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/15/2023,ZENZONA,11/1/2022,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,43740,221101-002-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/15/2023,ZENZONA,11/1/2022,
ClearGold Cartridge 1000mg - Acapulco Gold,43698,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - Acapulco Gold,43697,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,11/9/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,43683,230517-001-BBC,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",6/20/2023,ZENZONA,4/19/2023,
ClearGold Cartridge 1000mg - Orange Cookies,43674,221109-001CGOC,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Orange Cookies,43673,221109-001CGOC,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Afghani,43668,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Afghani,43667,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,43665,221101-002-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,ZENZONA,11/1/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,43664,267-211229.0001-IZ,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",6/13/2023,ZENZONA,12/29/2021,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,43661,221101-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/13/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,43659,221101-002-ZWM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/12/2023,ZENZONA,10/31/2022,
ClearGold Cartridge 1000mg - Blue Widow,43565,230314-008CGBW,Blue Widow,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Blue Widow,43563,230314-008CGBW,Blue Widow,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
Entourage Night Gummies 100mg - Watermelon,43560,221101-002-WM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/31/2022,
ClearGold Cartridge 1000mg - Maui Wowie,43554,230124-002CGMW,Maui Wowie,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Maui Wowie,43553,230124-002CGMW,Maui Wowie,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Durban Poison,43548,230314-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Durban Poison,43547,230314-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
Lumen Budder 1g - Larry Lem OG,43541,230328-003,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",6/20/2023,iLAVA,3/28/2023,
Lumen Budder 1g - Millionaire Gelato,43536,Millionaire Gelato-221226.0001,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",6/20/2023,iLAVA,12/26/2022,
Magma Crumble 2.5g - Gastropop,43534,230426-003,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",4/26/2023,iLAVA,3/9/2023,
Entourage Twilight Gummies 100mg - Blackberry,43484,221101-002-BK,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/31/2022,
Lumen Crumble 1g - Tangistan Kush,43483,230517-004,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Banana Kush,43453,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Banana Kush,43452,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - 1:1 (THC:CBD),43451,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),43450,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Northern Lights,43341,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Northern Lights,43340,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Indica PM Chocolates Dark 100mg,43329,221101-002-PMT,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/5/2023,INDICA PM,10/31/2022,
ClearGold Cartridge 1000mg - White Widow,43331,221109-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - White Widow,43330,221109-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Lumen Budder 1g - Emergency,43278,230314-003,Emergency,,6/14/2023,iLAVA,3/14/2023,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,43277,221227-002-PB,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",6/6/2023,ZENZONA,12/26/2022,
Elemental Dablicator 1000mg - Emergency,43216,230315-011,Emergency,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,iLAVA,6/7/2022,
Elemental Dablicator 1000mg - Jokerz Treat,43213,230315-009,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,iLAVA,3/15/2023,
Elemental Dablicator 1000mg - Orange Cookies,43212,230315-010,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,iLAVA,3/15/2023,
Magma Sugar Wax 1g - Mt Lemmon Lava,43158,230503-010,Mt Lemmon Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
Cali-O-Socks - Bulk Kief,564239634459,COSo-230719.K,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",8/23/2023,DTF - Downtown Flower,5/2/2023,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,43069,230215-004CLSS,Super Sour Diesel,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Jack Herer,43052,221020-011CL,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",6/12/2023,iLAVA,10/20/2022,
Delta 8 Clarity Cartridge 1000mg - Afghani,43049,230215-004CLAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,10/3/2022,
Magma Sugar Wax 1g - Purple Bay,42839,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,iLAVA,10/14/2022,
Delta 8 Clarity Cartridge 1000mg - Runtz,42937,221020-011CL,Runtz,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/20/2022,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,42925,230215-004CLSD,Sundae Driver,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Blue Dream,42921,230215-004CLBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
Molecular Live Resin Cartridge 500mg - DTS,42916,230131-012,DTS,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,iLAVA,12/1/2022,
Molecular Live Resin Cartridge 500mg - Truffaloha,42907,230201-001,Truffaloha,"Forever 46, LLC - 00000057DCHF00477864",2/1/2023,iLAVA,10/28/2022,
Lumen Sugar Wax 1g - Marshmellow Squirt,42904,230328-004,Marshmellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,3/28/2023,
Magma Sugar Wax 1g - Purple Bay,42839,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,iLAVA,10/14/2022,
Magma Sugar Wax 2.5g - Purple Bay,42813,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/14/2022,
Magma Sugar Wax 1g - Purple Bay,42813,230404-003,Purple Bay,,,iLAVA,10/14/2022,
ClearGold Cartridge 1000mg - Do-Si-Dos,42767,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Do-Si-Dos,42766,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - GG4,42765,221109-001CGGG,GG4,"Forever 46, LLC - 00000057DCHF00477864",1/25/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - GG4,42764,221109-001CGGG,GG4,"Forever 46, LLC - 00000057DCHF00477864",1/25/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Afghani,42758,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Afghani,42757,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Durban Poison,42747,221228-001CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",5/16/2023,iLAVA,12/28/2022,
ClearGold Cartridge 500mg - Durban Poison,42746,221228-001CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",5/16/2023,iLAVA,12/28/2022,
Lumen Sugar Wax 1g - Millionaire Gelato,42745,230523-003,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",,iLAVA,4/19/2023,
iLAVA Lumen Crumble - Tangistan Kush,42742,230517-004,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,4/19/2023,
